0.002, 0.00000, 0.36314, -0.00000, -0.00000
0.003, -0.00000, 0.36314, 0.00000, 0.00000
0.004, -0.00000, 0.36314, 0.00000, 0.00000
0.005, -0.00000, 0.36314, 0.00000, 0.00000
0.006, -0.00000, 0.36314, 0.00000, 0.00000
0.007, -0.00000, 0.36314, 0.00000, 0.00000
0.008, -0.00000, 0.36314, 0.00000, 0.00000
0.009, -0.00000, 0.36314, 0.00000, 0.00000
0.010, 0.00000, 0.36314, 0.00000, 0.00000
0.011, -0.00000, 0.36314, 0.00000, 0.00000
0.012, 0.00000, 0.36314, 0.00000, 0.00000
0.013, -0.00000, 0.36314, 0.00000, 0.00000
0.014, 0.00000, 0.36314, 0.00000, 0.00000
0.015, 0.00000, 0.36314, 0.00000, 0.00000
0.016, 0.00000, 0.36314, 0.00000, 0.00000
0.017, 0.00000, 0.36314, 0.00000, 0.00000
0.018, 0.00000, 0.36314, 0.00000, 0.00000
0.019, 0.00000, 0.36314, 0.00000, 0.00000
0.020, 0.00000, 0.36314, 0.00000, 0.00000
0.021, 0.00000, 0.36314, 0.00000, 0.00000
0.022, 0.00000, 0.36314, 0.00000, 0.00000
0.023, 0.00000, 0.36314, 0.00000, 0.00000
0.024, 0.00000, 0.36314, 0.00000, 0.00000
0.025, 0.00000, 0.36314, 0.00000, 0.00000
0.026, 0.00000, 0.36314, 0.00000, 0.00000
0.027, 0.00000, 0.36314, 0.00000, 0.00000
0.028, 0.00000, 0.36314, 0.00000, 0.00000
0.029, 0.00000, 0.36314, 0.00000, 0.00000
0.030, 0.00000, 0.36314, 0.00000, 0.00000
0.031, 0.00000, 0.36314, 0.00000, 0.00000
0.032, 0.00000, 0.36314, 0.00000, 0.00000
0.033, 0.00000, 0.36314, 0.00000, 0.00000
0.034, 0.00000, 0.36314, 0.00000, 0.00000
0.035, 0.00000, 0.36314, 0.00000, 0.00000
0.036, 0.00000, 0.36314, 0.00000, 0.00000
0.037, 0.00000, 0.36314, 0.00000, 0.00000
0.038, 0.00000, 0.36314, 0.00000, 0.00000
0.039, 0.00000, 0.36314, 0.00001, 0.00001
0.040, 0.00000, 0.36314, 0.00001, 0.00001
0.041, -0.00000, 0.36314, 0.00001, 0.00001
0.042, -0.00000, 0.36314, 0.00001, 0.00001
0.043, 0.00000, 0.36314, 0.00002, 0.00002
0.044, 0.00000, 0.36314, 0.00002, 0.00002
0.045, 0.00000, 0.36314, 0.00003, 0.00003
0.046, 0.00000, 0.36314, 0.00003, 0.00003
0.047, 0.00000, 0.36314, 0.00004, 0.00004
0.048, 0.00000, 0.36314, 0.00005, 0.00005
0.049, 0.00000, 0.36314, 0.00006, 0.00006
0.050, 0.00000, 0.36314, 0.00007, 0.00007
0.051, 0.00000, 0.36314, 0.00009, 0.00009
0.052, 0.00000, 0.36314, 0.00010, 0.00010
0.053, 0.00000, 0.36314, 0.00012, 0.00012
0.054, 0.00000, 0.36314, 0.00015, 0.00015
0.055, 0.00000, 0.36314, 0.00017, 0.00017
0.056, 0.00000, 0.36314, 0.00020, 0.00020
0.057, 0.00000, 0.36314, 0.00023, 0.00023
0.058, 0.00000, 0.36314, 0.00027, 0.00027
0.059, 0.00000, 0.36314, 0.00031, 0.00031
0.060, 0.00000, 0.36314, 0.00035, 0.00035
0.061, 0.00000, 0.36314, 0.00040, 0.00040
0.062, 0.00000, 0.36314, 0.00045, 0.00045
0.063, 0.00000, 0.36314, 0.00051, 0.00051
0.064, 0.00000, 0.36314, 0.00058, 0.00058
0.065, 0.00000, 0.36314, 0.00065, 0.00065
0.066, 0.00000, 0.36314, 0.00073, 0.00073
0.067, 0.00000, 0.36314, 0.00082, 0.00082
0.068, -0.00000, 0.36314, 0.00092, 0.00092
0.069, 0.00000, 0.36314, 0.00102, 0.00102
0.070, 0.00000, 0.36314, 0.00113, 0.00113
0.071, 0.00000, 0.36314, 0.00125, 0.00125
0.072, 0.00000, 0.36314, 0.00139, 0.00139
0.073, 0.00000, 0.36314, 0.00153, 0.00153
0.074, 0.00000, 0.36314, 0.00168, 0.00168
0.075, 0.00000, 0.36314, 0.00185, 0.00185
0.076, 0.00000, 0.36314, 0.00202, 0.00202
0.077, 0.00000, 0.36314, 0.00221, 0.00221
0.078, 0.00000, 0.36314, 0.00241, 0.00241
0.079, 0.00000, 0.36314, 0.00263, 0.00263
0.080, 0.00000, 0.36314, 0.00286, 0.00286
0.081, 0.00000, 0.36314, 0.00311, 0.00311
0.082, 0.00000, 0.36313, 0.00337, 0.00337
0.083, 0.00000, 0.36313, 0.00364, 0.00364
0.084, 0.00000, 0.36313, 0.00394, 0.00394
0.085, 0.00000, 0.36313, 0.00425, 0.00425
0.086, 0.00000, 0.36312, 0.00458, 0.00458
