0.002, -0.06824, -0.08382, 1.2282908762687563
0.003, -0.06824, -0.08382, 1.2282908762687568
0.004, -0.06824, -0.08382, 1.2282908762687568
0.005, -0.06824, -0.08382, 1.2282908762687568
0.006, -0.06824, -0.08382, 1.2282908762687568
0.007, -0.06824, -0.08382, 1.2282908762687568
0.008, -0.06824, -0.08382, 1.2282908762687568
0.009, -0.06824, -0.08382, 1.2282908762687568
0.010, -0.06824, -0.08382, 1.2282908762687568
0.011, -0.06824, -0.08382, 1.2282908762687568
0.012, -0.06824, -0.08382, 1.2282908762687568
0.013, -0.06824, -0.08382, 1.2282908762687568
0.014, -0.06824, -0.08382, 1.2282908762687568
0.015, -0.06824, -0.08382, 1.2282908762687568
0.016, -0.06824, -0.08382, 1.2282908762687568
0.017, -0.06824, -0.08382, 1.2282908762687568
0.018, -0.06824, -0.08382, 1.2282908762687568
0.019, -0.06824, -0.08382, 1.2282908762687568
0.020, -0.06824, -0.08382, 1.2282908762687568
0.021, -0.06824, -0.08382, 1.2282908762687568
0.022, -0.06824, -0.08382, 1.2282908762687568
0.023, -0.06824, -0.08382, 1.2282908762687568
0.024, -0.06824, -0.08382, 1.2282908762687572
0.025, -0.06824, -0.08382, 1.2282908762687579
0.026, -0.06824, -0.08382, 1.2282908762687597
0.027, -0.06824, -0.08382, 1.2282908762687663
0.028, -0.06824, -0.08382, 1.2282908762687834
0.029, -0.06824, -0.08382, 1.2282908762688314
0.030, -0.06824, -0.08382, 1.2282908762689473
0.031, -0.06824, -0.08382, 1.2282908762692197
0.032, -0.06824, -0.08382, 1.2282908762698246
0.033, -0.06824, -0.08382, 1.2282908762711058
0.034, -0.06824, -0.08382, 1.2282908762737046
0.035, -0.06824, -0.08382, 1.2282908762787728
0.036, -0.06824, -0.08382, 1.228290876288311
0.037, -0.06824, -0.08382, 1.2282908763056752
0.038, -0.06824, -0.08382, 1.22829087633634
0.039, -0.06824, -0.08382, 1.2282908763889915
0.040, -0.06824, -0.08382, 1.2282908764770708
0.041, -0.06824, -0.08382, 1.2282908766209089
0.042, -0.06824, -0.08382, 1.228290876850603
0.043, -0.06824, -0.08382, 1.2282908772098327
0.044, -0.06824, -0.08382, 1.228290877760842
0.045, -0.06824, -0.08382, 1.228290878590823
0.046, -0.06824, -0.08382, 1.2282908798199914
0.047, -0.06824, -0.08382, 1.228290881611645
0.048, -0.06824, -0.08382, 1.2282908841845486
0.049, -0.06824, -0.08382, 1.2282908878279988
0.050, -0.06824, -0.08382, 1.2282908929199365
0.051, -0.06824, -0.08382, 1.2282908999484976
0.052, -0.06824, -0.08382, 1.2282909095374204
0.053, -0.06824, -0.08382, 1.2282909224757208
0.054, -0.06824, -0.08382, 1.2282909397520325
0.055, -0.06824, -0.08382, 1.2282909625940752
0.056, -0.06824, -0.08382, 1.228290992513633
0.057, -0.06824, -0.08382, 1.2282910313574633
0.058, -0.06824, -0.08382, 1.228291081364554
0.059, -0.06824, -0.08382, 1.2282911452300795
0.060, -0.06824, -0.08382, 1.228291226176466
0.061, -0.06824, -0.08382, 1.2282913280318775
0.062, -0.06824, -0.08382, 1.2282914553164734
0.063, -0.06824, -0.08382, 1.2282916133367439
0.064, -0.06824, -0.08382, 1.2282918082881888
0.065, -0.06824, -0.08382, 1.2282920473666143
0.066, -0.06824, -0.08382, 1.2282923388882905
0.067, -0.06824, -0.08382, 1.2282926924191575
0.068, -0.06824, -0.08382, 1.2282931189133353
0.069, -0.06824, -0.08382, 1.22829363086103
0.070, -0.06824, -0.08382, 1.228294242446121
0.071, -0.06824, -0.08382, 1.2282949697134764
0.072, -0.06824, -0.08382, 1.228295830746242
0.073, -0.06824, -0.08382, 1.228296845853178
0.074, -0.06824, -0.08382, 1.2282980377663038
0.075, -0.06824, -0.08382, 1.2282994318489244
0.076, -0.06824, -0.08382, 1.2283010563142835
0.077, -0.06824, -0.08382, 1.2283029424550598
0.078, -0.06824, -0.08382, 1.2283051248839267
0.079, -0.06824, -0.08382, 1.2283076417854817
0.080, -0.06824, -0.08382, 1.2283105351798753
0.081, -0.06824, -0.08382, 1.22831385119852
0.082, -0.06824, -0.08382, 1.2283176403723501
0.083, -0.06824, -0.08382, 1.2283219579331446
0.084, -0.06824, -0.08382, 1.2283268641285436
0.085, -0.06824, -0.08382, 1.2283324245514575
0.086, -0.06824, -0.08382, 1.2283387104846963
